,Date,Day,Time,Pred(Ft),Pred(cm),High/Low,DateTime (UTC),Subordinate DateTime (Adjusted)
246,3/5/2022,Sat,6:08:00 PM,10.29,314,H,2022-03-05 18:08:00,2022-03-05 18:11:00
247,3/6/2022,Sun,12:15:00 AM,-0.29,-9,L,2022-03-06 00:15:00,2022-03-06 00:16:00
248,3/6/2022,Sun,6:29:00 AM,10.11,308,H,2022-03-06 06:29:00,2022-03-06 06:32:00
249,3/6/2022,Sun,12:39:00 PM,-0.27,-8,L,2022-03-06 12:39:00,2022-03-06 12:40:00
250,3/6/2022,Sun,6:52:00 PM,9.78,298,H,2022-03-06 18:52:00,2022-03-06 18:55:00
251,3/7/2022,Mon,12:58:00 AM,0.23,7,L,2022-03-07 00:58:00,2022-03-07 00:59:00
252,3/7/2022,Mon,7:10:00 AM,9.85,300,H,2022-03-07 07:10:00,2022-03-07 07:13:00
253,3/7/2022,Mon,1:25:00 PM,0.12,4,L,2022-03-07 13:25:00,2022-03-07 13:26:00
254,3/7/2022,Mon,7:38:00 PM,9.21,281,H,2022-03-07 19:38:00,2022-03-07 19:41:00
255,3/8/2022,Tue,1:41:00 AM,0.81,25,L,2022-03-08 01:41:00,2022-03-08 01:42:00
256,3/8/2022,Tue,7:53:00 AM,9.51,290,H,2022-03-08 07:53:00,2022-03-08 07:56:00
257,3/8/2022,Tue,2:13:00 PM,0.58,18,L,2022-03-08 14:13:00,2022-03-08 14:14:00
258,3/8/2022,Tue,8:26:00 PM,8.62,263,H,2022-03-08 20:26:00,2022-03-08 20:29:00
259,3/9/2022,Wed,2:27:00 AM,1.36,41,L,2022-03-09 02:27:00,2022-03-09 02:28:00
260,3/9/2022,Wed,8:40:00 AM,9.15,279,H,2022-03-09 08:40:00,2022-03-09 08:43:00
261,3/9/2022,Wed,3:05:00 PM,1.02,31,L,2022-03-09 15:05:00,2022-03-09 15:06:00
262,3/9/2022,Wed,9:19:00 PM,8.12,247,H,2022-03-09 21:19:00,2022-03-09 21:22:00
263,3/10/2022,Thu,3:17:00 AM,1.83,56,L,2022-03-10 03:17:00,2022-03-10 03:18:00
264,3/10/2022,Thu,9:32:00 AM,8.83,269,H,2022-03-10 09:32:00,2022-03-10 09:35:00
265,3/10/2022,Thu,4:00:00 PM,1.37,42,L,2022-03-10 16:00:00,2022-03-10 16:01:00
266,3/10/2022,Thu,10:15:00 PM,7.75,236,H,2022-03-10 22:15:00,2022-03-10 22:18:00
267,3/11/2022,Fri,4:11:00 AM,2.15,66,L,2022-03-11 04:11:00,2022-03-11 04:12:00
268,3/11/2022,Fri,10:28:00 AM,8.62,263,H,2022-03-11 10:28:00,2022-03-11 10:31:00
269,3/11/2022,Fri,4:58:00 PM,1.57,48,L,2022-03-11 16:58:00,2022-03-11 16:59:00
270,3/11/2022,Fri,11:14:00 PM,7.57,231,H,2022-03-11 23:14:00,2022-03-11 23:17:00
271,3/12/2022,Sat,5:07:00 AM,2.28,69,L,2022-03-12 05:07:00,2022-03-12 05:08:00
272,3/12/2022,Sat,11:27:00 AM,8.58,262,H,2022-03-12 11:27:00,2022-03-12 11:30:00
273,3/12/2022,Sat,5:57:00 PM,1.57,48,L,2022-03-12 17:57:00,2022-03-12 17:58:00
274,3/13/2022,Sun,12:15:00 AM,7.62,232,H,2022-03-13 00:15:00,2022-03-13 00:18:00
275,3/13/2022,Sun,6:05:00 AM,2.2,67,L,2022-03-13 06:05:00,2022-03-13 06:06:00
276,3/13/2022,Sun,12:26:00 PM,8.73,266,H,2022-03-13 12:26:00,2022-03-13 12:29:00
277,3/13/2022,Sun,6:54:00 PM,1.37,42,L,2022-03-13 18:54:00,2022-03-13 18:55:00
278,3/14/2022,Mon,1:11:00 AM,7.88,240,H,2022-03-14 01:11:00,2022-03-14 01:14:00
279,3/14/2022,Mon,7:01:00 AM,1.91,58,L,2022-03-14 07:01:00,2022-03-14 07:02:00
280,3/14/2022,Mon,1:20:00 PM,9.05,276,H,2022-03-14 13:20:00,2022-03-14 13:23:00
281,3/14/2022,Mon,7:45:00 PM,1.02,31,L,2022-03-14 19:45:00,2022-03-14 19:46:00
282,3/15/2022,Tue,2:00:00 AM,8.27,252,H,2022-03-15 02:00:00,2022-03-15 02:03:00
283,3/15/2022,Tue,7:51:00 AM,1.48,45,L,2022-03-15 07:51:00,2022-03-15 07:52:00
284,3/15/2022,Tue,2:08:00 PM,9.43,287,H,2022-03-15 14:08:00,2022-03-15 14:11:00
285,3/15/2022,Tue,8:28:00 PM,0.61,19,L,2022-03-15 20:28:00,2022-03-15 20:29:00
286,3/16/2022,Wed,2:41:00 AM,8.73,266,H,2022-03-16 02:41:00,2022-03-16 02:44:00
287,3/16/2022,Wed,8:37:00 AM,0.97,30,L,2022-03-16 08:37:00,2022-03-16 08:38:00
288,3/16/2022,Wed,2:51:00 PM,9.81,299,H,2022-03-16 14:51:00,2022-03-16 14:54:00
289,3/16/2022,Wed,9:08:00 PM,0.21,6,L,2022-03-16 21:08:00,2022-03-16 21:09:00
290,3/17/2022,Thu,3:20:00 AM,9.21,281,H,2022-03-17 03:20:00,2022-03-17 03:23:00
291,3/17/2022,Thu,9:19:00 AM,0.45,14,L,2022-03-17 09:19:00,2022-03-17 09:20:00
292,3/17/2022,Thu,3:32:00 PM,10.11,308,H,2022-03-17 15:32:00,2022-03-17 15:35:00
293,3/17/2022,Thu,9:47:00 PM,-0.13,-4,L,2022-03-17 21:47:00,2022-03-17 21:48:00
294,3/18/2022,Fri,3:57:00 AM,9.68,295,H,2022-03-18 03:57:00,2022-03-18 04:00:00
295,3/18/2022,Fri,10:01:00 AM,-0.03,-1,L,2022-03-18 10:01:00,2022-03-18 10:02:00
296,3/18/2022,Fri,4:12:00 PM,10.32,315,H,2022-03-18 16:12:00,2022-03-18 16:15:00
297,3/18/2022,Fri,10:25:00 PM,-0.36,-11,L,2022-03-18 22:25:00,2022-03-18 22:26:00
298,3/19/2022,Sat,4:34:00 AM,10.11,308,H,2022-03-19 04:34:00,2022-03-19 04:37:00
299,3/19/2022,Sat,10:43:00 AM,-0.43,-13,L,2022-03-19 10:43:00,2022-03-19 10:44:00
300,3/19/2022,Sat,4:54:00 PM,10.4,317,H,2022-03-19 16:54:00,2022-03-19 16:57:00
301,3/19/2022,Sat,11:05:00 PM,-0.47,-14,L,2022-03-19 23:05:00,2022-03-19 23:06:00
302,3/20/2022,Sun,5:13:00 AM,10.46,319,H,2022-03-20 05:13:00,2022-03-20 05:16:00
303,3/20/2022,Sun,11:26:00 AM,-0.71,-22,L,2022-03-20 11:26:00,2022-03-20 11:27:00
304,3/20/2022,Sun,5:36:00 PM,10.35,315,H,2022-03-20 17:36:00,2022-03-20 17:39:00
305,3/20/2022,Sun,11:45:00 PM,-0.43,-13,L,2022-03-20 23:45:00,2022-03-20 23:46:00
306,3/21/2022,Mon,5:53:00 AM,10.69,326,H,2022-03-21 05:53:00,2022-03-21 05:56:00
307,3/21/2022,Mon,12:11:00 PM,-0.81,-25,L,2022-03-21 12:11:00,2022-03-21 12:12:00
308,3/21/2022,Mon,6:21:00 PM,10.14,309,H,2022-03-21 18:21:00,2022-03-21 18:24:00
309,3/22/2022,Tue,12:28:00 AM,-0.24,-7,L,2022-03-22 00:28:00,2022-03-22 00:29:00
310,3/22/2022,Tue,6:37:00 AM,10.77,328,H,2022-03-22 06:37:00,2022-03-22 06:40:00
311,3/22/2022,Tue,12:59:00 PM,-0.73,-22,L,2022-03-22 12:59:00,2022-03-22 13:00:00
312,3/22/2022,Tue,7:09:00 PM,9.79,298,H,2022-03-22 19:09:00,2022-03-22 19:12:00
313,3/23/2022,Wed,1:15:00 AM,0.08,2,L,2022-03-23 01:15:00,2022-03-23 01:16:00
314,3/23/2022,Wed,7:24:00 AM,10.68,326,H,2022-03-23 07:24:00,2022-03-23 07:27:00
315,3/23/2022,Wed,1:51:00 PM,-0.48,-15,L,2022-03-23 13:51:00,2022-03-23 13:52:00
316,3/23/2022,Wed,8:01:00 PM,9.35,285,H,2022-03-23 20:01:00,2022-03-23 20:04:00
317,3/24/2022,Thu,2:06:00 AM,0.49,15,L,2022-03-24 02:06:00,2022-03-24 02:07:00
318,3/24/2022,Thu,8:17:00 AM,10.44,318,H,2022-03-24 08:17:00,2022-03-24 08:20:00
319,3/24/2022,Thu,2:48:00 PM,-0.13,-4,L,2022-03-24 14:48:00,2022-03-24 14:49:00
320,3/24/2022,Thu,9:00:00 PM,8.91,272,H,2022-03-24 21:00:00,2022-03-24 21:03:00
321,3/25/2022,Fri,3:04:00 AM,0.9,27,L,2022-03-25 03:04:00,2022-03-25 03:05:00
322,3/25/2022,Fri,9:17:00 AM,10.13,309,H,2022-03-25 09:17:00,2022-03-25 09:20:00
323,3/25/2022,Fri,3:51:00 PM,0.18,5,L,2022-03-25 15:51:00,2022-03-25 15:52:00
324,3/25/2022,Fri,10:05:00 PM,8.6,262,H,2022-03-25 22:05:00,2022-03-25 22:08:00
325,3/26/2022,Sat,4:08:00 AM,1.19,36,L,2022-03-26 04:08:00,2022-03-26 04:09:00
326,3/26/2022,Sat,10:23:00 AM,9.89,301,H,2022-03-26 10:23:00,2022-03-26 10:26:00
327,3/26/2022,Sat,4:57:00 PM,0.36,11,L,2022-03-26 16:57:00,2022-03-26 16:58:00
328,3/26/2022,Sat,11:15:00 PM,8.51,259,H,2022-03-26 23:15:00,2022-03-26 23:18:00
329,3/27/2022,Sun,5:14:00 AM,1.26,38,L,2022-03-27 05:14:00,2022-03-27 05:15:00
330,3/27/2022,Sun,11:32:00 AM,9.81,299,H,2022-03-27 11:32:00,2022-03-27 11:35:00
331,3/27/2022,Sun,6:04:00 PM,0.35,11,L,2022-03-27 18:04:00,2022-03-27 18:05:00
332,3/28/2022,Mon,12:25:00 AM,8.71,265,H,2022-03-28 00:25:00,2022-03-28 00:28:00
333,3/28/2022,Mon,6:22:00 AM,1.09,33,L,2022-03-28 06:22:00,2022-03-28 06:23:00
334,3/28/2022,Mon,12:43:00 PM,9.92,302,H,2022-03-28 12:43:00,2022-03-28 12:46:00
335,3/28/2022,Mon,7:09:00 PM,0.16,5,L,2022-03-28 19:09:00,2022-03-28 19:10:00
336,3/29/2022,Tue,1:30:00 AM,9.12,278,H,2022-03-29 01:30:00,2022-03-29 01:33:00
337,3/29/2022,Tue,7:27:00 AM,0.69,21,L,2022-03-29 07:27:00,2022-03-29 07:28:00
338,3/29/2022,Tue,1:47:00 PM,10.16,310,H,2022-03-29 13:47:00,2022-03-29 13:50:00
339,3/29/2022,Tue,8:06:00 PM,-0.11,-3,L,2022-03-29 20:06:00,2022-03-29 20:07:00
340,3/30/2022,Wed,2:25:00 AM,9.61,293,H,2022-03-30 02:25:00,2022-03-30 02:28:00
341,3/30/2022,Wed,8:25:00 AM,0.22,7,L,2022-03-30 08:25:00,2022-03-30 08:26:00
342,3/30/2022,Wed,2:42:00 PM,10.37,316,H,2022-03-30 14:42:00,2022-03-30 14:45:00
343,3/30/2022,Wed,8:57:00 PM,-0.3,-9,L,2022-03-30 20:57:00,2022-03-30 20:58:00
344,3/31/2022,Thu,3:13:00 AM,10.02,305,H,2022-03-31 03:13:00,2022-03-31 03:16:00
345,3/31/2022,Thu,9:16:00 AM,-0.18,-5,L,2022-03-31 09:16:00,2022-03-31 09:17:00
346,3/31/2022,Thu,3:32:00 PM,10.46,319,H,2022-03-31 15:32:00,2022-03-31 15:35:00
347,3/31/2022,Thu,9:42:00 PM,-0.35,-11,L,2022-03-31 21:42:00,2022-03-31 21:43:00
348,4/1/2022,Fri,3:57:00 AM,10.29,314,H,2022-04-01 03:57:00,2022-04-01 04:00:00
349,4/1/2022,Fri,10:03:00 AM,-0.43,-13,L,2022-04-01 10:03:00,2022-04-01 10:04:00
350,4/1/2022,Fri,4:18:00 PM,10.4,317,H,2022-04-01 16:18:00,2022-04-01 16:21:00
351,4/1/2022,Fri,10:24:00 PM,-0.24,-7,L,2022-04-01 22:24:00,2022-04-01 22:25:00
352,4/2/2022,Sat,4:37:00 AM,10.41,317,H,2022-04-02 04:37:00,2022-04-02 04:40:00
353,4/2/2022,Sat,10:48:00 AM,-0.51,-16,L,2022-04-02 10:48:00,2022-04-02 10:49:00
354,4/2/2022,Sat,5:02:00 PM,10.19,311,H,2022-04-02 17:02:00,2022-04-02 17:05:00
355,4/2/2022,Sat,11:05:00 PM,0.02,1,L,2022-04-02 23:05:00,2022-04-02 23:06:00
356,4/3/2022,Sun,5:17:00 AM,10.38,316,H,2022-04-03 05:17:00,2022-04-03 05:20:00
357,4/3/2022,Sun,11:30:00 AM,-0.42,-13,L,2022-04-03 11:30:00,2022-04-03 11:31:00
358,4/3/2022,Sun,5:44:00 PM,9.87,301,H,2022-04-03 17:44:00,2022-04-03 17:47:00
359,4/3/2022,Sun,11:45:00 PM,0.38,12,L,2022-04-03 23:45:00,2022-04-03 23:46:00
360,4/4/2022,Mon,5:55:00 AM,10.22,312,H,2022-04-04 05:55:00,2022-04-04 05:58:00
361,4/4/2022,Mon,12:12:00 PM,-0.17,-5,L,2022-04-04 12:12:00,2022-04-04 12:13:00
362,4/4/2022,Mon,6:26:00 PM,9.48,289,H,2022-04-04 18:26:00,2022-04-04 18:29:00
363,4/5/2022,Tue,12:25:00 AM,0.81,25,L,2022-04-05 00:25:00,2022-04-05 00:26:00
364,4/5/2022,Tue,6:34:00 AM,9.97,304,H,2022-04-05 06:34:00,2022-04-05 06:37:00
365,4/5/2022,Tue,12:55:00 PM,0.19,6,L,2022-04-05 12:55:00,2022-04-05 12:56:00
366,4/5/2022,Tue,7:08:00 PM,9.03,275,H,2022-04-05 19:08:00,2022-04-05 19:11:00
367,4/6/2022,Wed,1:06:00 AM,1.26,38,L,2022-04-06 01:06:00,2022-04-06 01:07:00
368,4/6/2022,Wed,7:16:00 AM,9.64,294,H,2022-04-06 07:16:00,2022-04-06 07:19:00
369,4/6/2022,Wed,1:40:00 PM,0.62,19,L,2022-04-06 13:40:00,2022-04-06 13:41:00
370,4/6/2022,Wed,7:54:00 PM,8.58,262,H,2022-04-06 19:54:00,2022-04-06 19:57:00
371,4/7/2022,Thu,1:50:00 AM,1.71,52,L,2022-04-07 01:50:00,2022-04-07 01:51:00
372,4/7/2022,Thu,8:00:00 AM,9.29,283,H,2022-04-07 08:00:00,2022-04-07 08:03:00
373,4/7/2022,Thu,2:28:00 PM,1.05,32,L,2022-04-07 14:28:00,2022-04-07 14:29:00
374,4/7/2022,Thu,8:43:00 PM,8.18,249,H,2022-04-07 20:43:00,2022-04-07 20:46:00
375,4/8/2022,Fri,2:39:00 AM,2.09,64,L,2022-04-08 02:39:00,2022-04-08 02:40:00
376,4/8/2022,Fri,8:50:00 AM,8.96,273,H,2022-04-08 08:50:00,2022-04-08 08:53:00
377,4/8/2022,Fri,3:21:00 PM,1.41,43,L,2022-04-08 15:21:00,2022-04-08 15:22:00
378,4/8/2022,Fri,9:37:00 PM,7.9,241,H,2022-04-08 21:37:00,2022-04-08 21:40:00
379,4/9/2022,Sat,3:32:00 AM,2.34,71,L,2022-04-09 03:32:00,2022-04-09 03:33:00
380,4/9/2022,Sat,9:46:00 AM,8.73,266,H,2022-04-09 09:46:00,2022-04-09 09:49:00
381,4/9/2022,Sat,4:16:00 PM,1.61,49,L,2022-04-09 16:16:00,2022-04-09 16:17:00
382,4/9/2022,Sat,10:34:00 PM,7.78,237,H,2022-04-09 22:34:00,2022-04-09 22:37:00
383,4/10/2022,Sun,4:28:00 AM,2.42,74,L,2022-04-10 04:28:00,2022-04-10 04:29:00
384,4/10/2022,Sun,10:43:00 AM,8.66,264,H,2022-04-10 10:43:00,2022-04-10 10:46:00
385,4/10/2022,Sun,5:12:00 PM,1.64,50,L,2022-04-10 17:12:00,2022-04-10 17:13:00
386,4/10/2022,Sun,11:31:00 PM,7.87,240,H,2022-04-10 23:31:00,2022-04-10 23:34:00
387,4/11/2022,Mon,5:25:00 AM,2.31,70,L,2022-04-11 05:25:00,2022-04-11 05:26:00
388,4/11/2022,Mon,11:41:00 AM,8.76,267,H,2022-04-11 11:41:00,2022-04-11 11:44:00
389,4/11/2022,Mon,6:07:00 PM,1.49,45,L,2022-04-11 18:07:00,2022-04-11 18:08:00
390,4/12/2022,Tue,12:25:00 AM,8.17,249,H,2022-04-12 00:25:00,2022-04-12 00:28:00
391,4/12/2022,Tue,6:21:00 AM,1.98,60,L,2022-04-12 06:21:00,2022-04-12 06:22:00
392,4/12/2022,Tue,12:37:00 PM,9.01,275,H,2022-04-12 12:37:00,2022-04-12 12:40:00
393,4/12/2022,Tue,6:58:00 PM,1.18,36,L,2022-04-12 18:58:00,2022-04-12 18:59:00
394,4/13/2022,Wed,1:15:00 AM,8.63,263,H,2022-04-13 01:15:00,2022-04-13 01:18:00
395,4/13/2022,Wed,7:14:00 AM,1.47,45,L,2022-04-13 07:14:00,2022-04-13 07:15:00
396,4/13/2022,Wed,1:29:00 PM,9.38,286,H,2022-04-13 13:29:00,2022-04-13 13:32:00
397,4/13/2022,Wed,7:45:00 PM,0.79,24,L,2022-04-13 19:45:00,2022-04-13 19:46:00
398,4/14/2022,Thu,1:59:00 AM,9.21,281,H,2022-04-14 01:59:00,2022-04-14 02:02:00
399,4/14/2022,Thu,8:03:00 AM,0.84,26,L,2022-04-14 08:03:00,2022-04-14 08:04:00
400,4/14/2022,Thu,2:15:00 PM,9.76,297,H,2022-04-14 14:15:00,2022-04-14 14:18:00
401,4/14/2022,Thu,8:28:00 PM,0.38,12,L,2022-04-14 20:28:00,2022-04-14 20:29:00
402,4/15/2022,Fri,2:39:00 AM,9.81,299,H,2022-04-15 02:39:00,2022-04-15 02:42:00
403,4/15/2022,Fri,8:48:00 AM,0.18,5,L,2022-04-15 08:48:00,2022-04-15 08:49:00
404,4/15/2022,Fri,2:59:00 PM,10.1,308,H,2022-04-15 14:59:00,2022-04-15 15:02:00
405,4/15/2022,Fri,9:10:00 PM,0.03,1,L,2022-04-15 21:10:00,2022-04-15 21:11:00
406,4/16/2022,Sat,3:19:00 AM,10.4,317,H,2022-04-16 03:19:00,2022-04-16 03:22:00
407,4/16/2022,Sat,9:33:00 AM,-0.42,-13,L,2022-04-16 09:33:00,2022-04-16 09:34:00
408,4/16/2022,Sat,3:43:00 PM,10.33,315,H,2022-04-16 15:43:00,2022-04-16 15:46:00
409,4/16/2022,Sat,9:51:00 PM,-0.21,-6,L,2022-04-16 21:51:00,2022-04-16 21:52:00
410,4/17/2022,Sun,3:59:00 AM,10.89,332,H,2022-04-17 03:59:00,2022-04-17 04:02:00
411,4/17/2022,Sun,10:18:00 AM,-0.89,-27,L,2022-04-17 10:18:00,2022-04-17 10:19:00
412,4/17/2022,Sun,4:28:00 PM,10.43,318,H,2022-04-17 16:28:00,2022-04-17 16:31:00
413,4/17/2022,Sun,10:34:00 PM,-0.32,-10,L,2022-04-17 22:34:00,2022-04-17 22:35:00
414,4/18/2022,Mon,4:41:00 AM,11.24,343,H,2022-04-18 04:41:00,2022-04-18 04:44:00
415,4/18/2022,Mon,11:04:00 AM,-1.17,-36,L,2022-04-18 11:04:00,2022-04-18 11:05:00
416,4/18/2022,Mon,5:14:00 PM,10.38,316,H,2022-04-18 17:14:00,2022-04-18 17:17:00
417,4/18/2022,Mon,11:19:00 PM,-0.27,-8,L,2022-04-18 23:19:00,2022-04-18 23:20:00
418,4/19/2022,Tue,5:26:00 AM,11.41,348,H,2022-04-19 05:26:00,2022-04-19 05:29:00
419,4/19/2022,Tue,11:52:00 AM,-1.22,-37,L,2022-04-19 11:52:00,2022-04-19 11:53:00
420,4/19/2022,Tue,6:03:00 PM,10.18,310,H,2022-04-19 18:03:00,2022-04-19 18:06:00
421,4/20/2022,Wed,12:06:00 AM,-0.07,-2,L,2022-04-20 00:06:00,2022-04-20 00:07:00
422,4/20/2022,Wed,6:14:00 AM,11.37,347,H,2022-04-20 06:14:00,2022-04-20 06:17:00
423,4/20/2022,Wed,12:42:00 PM,-1.05,-32,L,2022-04-20 12:42:00,2022-04-20 12:43:00
424,4/20/2022,Wed,6:54:00 PM,9.87,301,H,2022-04-20 18:54:00,2022-04-20 18:57:00
425,4/21/2022,Thu,12:56:00 AM,0.26,8,L,2022-04-21 00:56:00,2022-04-21 00:57:00
426,4/21/2022,Thu,7:05:00 AM,11.12,339,H,2022-04-21 07:05:00,2022-04-21 07:08:00
427,4/21/2022,Thu,1:36:00 PM,-0.69,-21,L,2022-04-21 13:36:00,2022-04-21 13:37:00
428,4/21/2022,Thu,7:50:00 PM,9.48,289,H,2022-04-21 19:50:00,2022-04-21 19:53:00
429,4/22/2022,Fri,1:51:00 AM,0.67,20,L,2022-04-22 01:51:00,2022-04-22 01:52:00
430,4/22/2022,Fri,8:02:00 AM,10.72,327,H,2022-04-22 08:02:00,2022-04-22 08:05:00
431,4/22/2022,Fri,2:35:00 PM,-0.25,-8,L,2022-04-22 14:35:00,2022-04-22 14:36:00
432,4/22/2022,Fri,8:51:00 PM,9.13,278,H,2022-04-22 20:51:00,2022-04-22 20:54:00
433,4/23/2022,Sat,2:51:00 AM,1.06,32,L,2022-04-23 02:51:00,2022-04-23 02:52:00
434,4/23/2022,Sat,9:05:00 AM,10.29,314,H,2022-04-23 09:05:00,2022-04-23 09:08:00
435,4/23/2022,Sat,3:38:00 PM,0.14,4,L,2022-04-23 15:38:00,2022-04-23 15:39:00
436,4/23/2022,Sat,9:58:00 PM,8.94,272,H,2022-04-23 21:58:00,2022-04-23 22:01:00
437,4/24/2022,Sun,3:57:00 AM,1.3,40,L,2022-04-24 03:57:00,2022-04-24 03:58:00
438,4/24/2022,Sun,10:13:00 AM,9.94,303,H,2022-04-24 10:13:00,2022-04-24 10:16:00
439,4/24/2022,Sun,4:43:00 PM,0.39,12,L,2022-04-24 16:43:00,2022-04-24 16:44:00
440,4/24/2022,Sun,11:06:00 PM,8.96,273,H,2022-04-24 23:06:00,2022-04-24 23:09:00
441,4/25/2022,Mon,5:04:00 AM,1.32,40,L,2022-04-25 05:04:00,2022-04-25 05:05:00
442,4/25/2022,Mon,11:23:00 AM,9.75,297,H,2022-04-25 11:23:00,2022-04-25 11:26:00
443,4/25/2022,Mon,5:47:00 PM,0.49,15,L,2022-04-25 17:47:00,2022-04-25 17:48:00
444,4/26/2022,Tue,12:12:00 AM,9.19,280,H,2022-04-26 00:12:00,2022-04-26 00:15:00
445,4/26/2022,Tue,6:11:00 AM,1.13,34,L,2022-04-26 06:11:00,2022-04-26 06:12:00
446,4/26/2022,Tue,12:31:00 PM,9.73,297,H,2022-04-26 12:31:00,2022-04-26 12:34:00
447,4/26/2022,Tue,6:49:00 PM,0.46,14,L,2022-04-26 18:49:00,2022-04-26 18:50:00
448,4/27/2022,Wed,1:13:00 AM,9.56,291,H,2022-04-27 01:13:00,2022-04-27 01:16:00
449,4/27/2022,Wed,7:15:00 AM,0.77,23,L,2022-04-27 07:15:00,2022-04-27 07:16:00
450,4/27/2022,Wed,1:34:00 PM,9.82,299,H,2022-04-27 13:34:00,2022-04-27 13:37:00
451,4/27/2022,Wed,7:44:00 PM,0.39,12,L,2022-04-27 19:44:00,2022-04-27 19:45:00
452,4/28/2022,Thu,2:05:00 AM,9.94,303,H,2022-04-28 02:05:00,2022-04-28 02:08:00
453,4/28/2022,Thu,8:11:00 AM,0.36,11,L,2022-04-28 08:11:00,2022-04-28 08:12:00
454,4/28/2022,Thu,2:28:00 PM,9.91,302,H,2022-04-28 14:28:00,2022-04-28 14:31:00
455,4/28/2022,Thu,8:33:00 PM,0.35,11,L,2022-04-28 20:33:00,2022-04-28 20:34:00
456,4/29/2022,Fri,2:50:00 AM,10.23,312,H,2022-04-29 02:50:00,2022-04-29 02:53:00
457,4/29/2022,Fri,9:00:00 AM,0.03,1,L,2022-04-29 09:00:00,2022-04-29 09:01:00
458,4/29/2022,Fri,3:15:00 PM,9.91,302,H,2022-04-29 15:15:00,2022-04-29 15:18:00
459,4/29/2022,Fri,9:16:00 PM,0.41,12,L,2022-04-29 21:16:00,2022-04-29 21:17:00
460,4/30/2022,Sat,3:31:00 AM,10.4,317,H,2022-04-30 03:31:00,2022-04-30 03:34:00
461,4/30/2022,Sat,9:45:00 AM,-0.16,-5,L,2022-04-30 09:45:00,2022-04-30 09:46:00
462,4/30/2022,Sat,3:59:00 PM,9.82,299,H,2022-04-30 15:59:00,2022-04-30 16:02:00
463,4/30/2022,Sat,9:57:00 PM,0.56,17,L,2022-04-30 21:57:00,2022-04-30 21:58:00
464,5/1/2022,Sun,4:09:00 AM,10.44,318,H,2022-05-01 04:09:00,2022-05-01 04:12:00
465,5/1/2022,Sun,10:27:00 AM,-0.21,-6,L,2022-05-01 10:27:00,2022-05-01 10:28:00
466,5/1/2022,Sun,4:41:00 PM,9.65,294,H,2022-05-01 16:41:00,2022-05-01 16:44:00
467,5/1/2022,Sun,10:36:00 PM,0.78,24,L,2022-05-01 22:36:00,2022-05-01 22:37:00
468,5/2/2022,Mon,4:47:00 AM,10.37,316,H,2022-05-02 04:47:00,2022-05-02 04:50:00
469,5/2/2022,Mon,11:07:00 AM,-0.12,-4,L,2022-05-02 11:07:00,2022-05-02 11:08:00
470,5/2/2022,Mon,5:22:00 PM,9.42,287,H,2022-05-02 17:22:00,2022-05-02 17:25:00
471,5/2/2022,Mon,11:15:00 PM,1.05,32,L,2022-05-02 23:15:00,2022-05-02 23:16:00
472,5/3/2022,Tue,5:25:00 AM,10.22,312,H,2022-05-03 05:25:00,2022-05-03 05:28:00
473,5/3/2022,Tue,11:47:00 AM,0.08,2,L,2022-05-03 11:47:00,2022-05-03 11:48:00
474,5/3/2022,Tue,6:02:00 PM,9.15,279,H,2022-05-03 18:02:00,2022-05-03 18:05:00
475,5/3/2022,Tue,11:55:00 PM,1.34,41,L,2022-05-03 23:55:00,2022-05-03 23:56:00
476,5/4/2022,Wed,6:04:00 AM,10.01,305,H,2022-05-04 06:04:00,2022-05-04 06:07:00
477,5/4/2022,Wed,12:28:00 PM,0.36,11,L,2022-05-04 12:28:00,2022-05-04 12:29:00
478,5/4/2022,Wed,6:43:00 PM,8.87,270,H,2022-05-04 18:43:00,2022-05-04 18:46:00
479,5/5/2022,Thu,12:36:00 AM,1.64,50,L,2022-05-05 00:36:00,2022-05-05 00:37:00
480,5/5/2022,Thu,6:44:00 AM,9.75,297,H,2022-05-05 06:44:00,2022-05-05 06:47:00
481,5/5/2022,Thu,1:11:00 PM,0.69,21,L,2022-05-05 13:11:00,2022-05-05 13:12:00
482,5/5/2022,Thu,7:26:00 PM,8.58,262,H,2022-05-05 19:26:00,2022-05-05 19:29:00
483,5/6/2022,Fri,1:19:00 AM,1.94,59,L,2022-05-06 01:19:00,2022-05-06 01:20:00
484,5/6/2022,Fri,7:28:00 AM,9.47,289,H,2022-05-06 07:28:00,2022-05-06 07:31:00
485,5/6/2022,Fri,1:56:00 PM,1.02,31,L,2022-05-06 13:56:00,2022-05-06 13:57:00
486,5/6/2022,Fri,8:13:00 PM,8.34,254,H,2022-05-06 20:13:00,2022-05-06 20:16:00
487,5/7/2022,Sat,2:06:00 AM,2.19,67,L,2022-05-07 02:06:00,2022-05-07 02:07:00
488,5/7/2022,Sat,8:16:00 AM,9.2,280,H,2022-05-07 08:16:00,2022-05-07 08:19:00
489,5/7/2022,Sat,2:45:00 PM,1.29,39,L,2022-05-07 14:45:00,2022-05-07 14:46:00
490,5/7/2022,Sat,9:03:00 PM,8.18,249,H,2022-05-07 21:03:00,2022-05-07 21:06:00
491,5/8/2022,Sun,2:57:00 AM,2.35,72,L,2022-05-08 02:57:00,2022-05-08 02:58:00
492,5/8/2022,Sun,9:08:00 AM,9.0,274,H,2022-05-08 09:08:00,2022-05-08 09:11:00
